dttm,value,label
2013-07-16 11:35:00,195.1333333,0
2013-07-16 11:50:00,266.1333333,0
2013-07-16 12:05:00,204.8,0
2013-07-16 12:20:00,231.3333333,0
2013-07-16 12:35:00,213.3333333,0
2013-07-16 12:50:00,227.0666667,0
2013-07-16 13:05:00,268.8,0
2013-07-16 13:20:00,304.6,0
2013-07-16 13:35:00,268.8666667,0
2013-07-16 13:50:00,263.2666667,0
2013-07-16 14:05:00,255.3333333,0
2013-07-16 14:20:00,244.4666667,0
2013-07-16 14:35:00,230.7333333,0
2013-07-16 14:50:00,208.2,0
2013-07-16 15:05:00,208.7333333,0
2013-07-16 15:20:00,209,0
2013-07-16 15:35:00,205.4,0
2013-07-16 15:50:00,204.0666667,0
2013-07-16 16:05:00,203,0
2013-07-16 16:20:00,202.6,0
2013-07-16 16:35:00,218.6666667,0
2013-07-16 16:50:00,242,0
2013-07-16 17:05:00,242,0
2013-07-16 17:20:00,250.4,0
2013-07-16 17:35:00,249,0
2013-07-16 17:50:00,246.9333333,0
2013-07-16 18:05:00,242.2666667,0
2013-07-16 18:20:00,287.8,0
2013-07-16 18:35:00,239.6,0
2013-07-16 18:50:00,298.2666667,0
2013-07-16 19:05:00,232.2,0
2013-07-16 19:20:00,255.0666667,0
2013-07-16 19:35:00,249.9333333,0
2013-07-16 19:50:00,241.8666667,0
2013-07-16 20:05:00,190.4,0
2013-07-16 20:20:00,290.6,0
2013-07-16 20:35:00,199.3333333,0
2013-07-16 20:50:00,231.0666667,0
2013-07-16 21:05:00,197.5333333,0
2013-07-16 21:20:00,186.4666667,0
2013-07-16 21:35:00,202.2,0
2013-07-16 21:50:00,163,0
2013-07-16 22:05:00,189.8666667,0
2013-07-16 22:20:00,163.9333333,0
2013-07-16 22:35:00,202.8,0
2013-07-16 22:50:00,181,0
2013-07-16 23:05:00,229.6,0
2013-07-16 23:20:00,233.6,0
2013-07-16 23:35:00,215.6,0
2013-07-16 23:50:00,260,0
2013-07-17 00:05:00,219.5333333,0
2013-07-17 00:20:00,218.3333333,0
2013-07-17 00:35:00,221.8666667,0
